7334	15416	1665	5024	16328	11125	15190	12826	11887	3839	0	1372	8760	8089	3389	7892	14324	11643	1172	5877	8194	4792	10524	4824	5689	5793	16797	5190	4212	9764	12927	12553	10389	5073	9699	7293	4911	12579	5875	5820	17294	5733	2866	4224	5046	8234	11979	6155	2474	5219	5863	14400	4644	7346	8021	10726	10066	7672	4166	17904	14366	4584	9136	9515	6449	2036	12209	4471	10997	10920	5751	10092	10839	6177	2689	7364	9231	5513	12299	16780	10374	2233	7420	13279	5459	10318	7904	6043	5076	5239	14365	5248	8663	5600	10086	6718	4422	5097	12753	8869	17893	16684	2906	11746	5700	12848	7568	9429	3638	4540	16646	9605	8019	3429	9876	9083	11599	6768	6329	8166	14082	9326	6299	4634	6785	7364	5637	7087	13918	4271	13397	3911	14644	3701	6460	8121	3399	11515	7106	3449	10239	5279	5451	9245	15095	6097	6699	10140	6389	13451	14299	12635	7261	8121	9389	13787	6781	11838	7533	6654	5086	6119	13461	8639	3920	4214	5602	8136	5214	16195	8338	8823	9115	6051	1038	16479	13968	2617	6671	11781	4471	8492	10790	9504	12270	3448	6342	10167	5049	6110	3094	5636	3947	6366	7466	1931	14811	13164	5655	6446	12762	15642	2180	12288	15117	11176	18507	5044	7433	17054	10351	12578	9689	3687	5413	5363	5037	5887	6283	5646	7652	8043	6445	3606	5720	6378
5963	16610	2304	5937	15182	9756	16562	11496	13207	2519	1372	0	9012	6781	2674	7329	13914	10295	1165	4572	6971	4246	9817	4684	5362	5128	17064	3973	2855	11121	13771	11223	10438	3724	8642	6130	3664	11253	4683	4684	16315	4405	3068	3328	3752	7087	13349	4814	1427	3865	4546	13028	3717	6067	6654	9373	8741	8985	2819	16831	13347	4349	8935	8905	5078	1172	10915	3268	9637	9620	4536	8769	12084	4938	1790	6530	9932	4191	13543	17547	9235	3430	8190	13479	4180	8963	7351	4728	5014	4044	15677	3951	9722	6171	11106	6438	5681	4206	12589	7619	18708	18004	2209	13088	4637	14073	6320	8258	2427	3849	16365	10962	6854	4725	10946	7717	11044	5466	4987	7110	15453	10244	4974	3388	5437	6530	4286	5857	15164	4507	12035	2547	15323	2481	5198	7382	2240	10147	7111	2095	8980	4000	5638	10608	15870	4726	6569	11511	5051	14795	13605	11508	5917	7382	8554	15096	7201	11009	6350	5308	4078	7407	12189	7270	4674	3185	4292	7161	4411	15696	7099	9490	7750	4900	1751	17397	15334	1488	5341	13100	3268	8087	9872	8255	10919	3228	6508	9040	6379	7285	3219	4932	2576	5391	6446	686	16134	12436	4286	5159	11393	16802	933	10997	16043	10126	17194	5049	6373	18272	8990	13938	10969	2967	4082	3992	3805	5346	6289	4648	6336	6701	5399	2570	4394	5086
10360	8553	7096	12204	13785	11597	10285	12955	10965	10332	8760	9012	0	8874	11656	16175	16928	12492	9813	11434	13271	13241	17555	13577	14366	14007	13892	11713	10126	9830	14514	12958	18441	9167	15186	13274	8176	9906	12271	7348	13624	11119	11613	12106	11128	7279	9161	11114	10329	10537	11310	11587	12390	8435	10136	10146	9425	10360	10231	9900	15336	13303	17896	17410	10049	7983	13497	7965	10377	9193	12055	12713	11775	8042	7626	14912	15175	8833	7148	8578	14797	7213	14080	17013	11457	12074	16210	11417	4072	11863	8759	11207	12966	3334	13532	15435	6577	12866	18414	8252	9698	9922	11213	8162	6961	12104	12758	14226	10774	12783	14585	7991	13648	7177	4758	10293	18550	11873	11160	14434	10052	3591	11400	11223	11247	14912	9272	12683	11909	12939	10857	9269	14548	10779	12113	15852	8002	11738	15804	9068	13626	11365	14082	8126	13980	10002	15458	9030	9139	10748	16539	15127	9356	15852	16326	8456	14841	17101	13264	11228	12514	6495	13757	11121	11945	7253	11256	14858	5989	15065	13192	2059	11472	12605	9776	8553	9484	8168	11483	7774	7965	17069	16455	13525	10375	5843	14927	7295	9607	11353	11850	13782	9730	13615	14197	9573	11187	17194	10285	11880	11831	8559	8603	13529	13421	15647	12030	3996	13969	11684	10345	8854	6615	11932	8943	10066	8062	4697	2824	12981	12056	11783	6710	11267	11140	8541
1822	14849	7927	12223	9674	3752	16446	5836	19839	4934	8089	6781	8874	0	6997	8417	11533	4678	7737	3914	4535	7631	8681	8942	8647	7391	13738	4831	4407	17660	16520	5630	12163	3100	6313	4932	3209	4493	4814	2667	10864	3734	8883	6432	4378	1630	17983	3374	6470	3705	3804	6541	6283	819	1297	2757	1988	15760	4524	10110	8974	8560	10534	8780	2221	6157	5758	3687	3070	2839	4678	4036	18658	2019	5608	6949	14582	2591	15750	13141	6005	9481	13676	13684	4308	3596	8467	3759	6666	4947	16078	4259	15868	9079	16727	9208	11427	6409	12046	1080	13087	14716	7048	16995	3013	18751	4209	5352	5525	7111	12503	16413	5007	10816	13611	1604	9877	3691	3278	5836	17388	12415	3538	4882	3034	6949	2569	4378	17942	9766	5407	4296	15469	5459	4164	7642	4750	4119	10497	4705	4894	4384	10290	16309	15608	2502	9784	17474	1777	18365	10393	7324	1034	7642	7550	16261	11901	8617	4791	3105	5910	12946	6869	2250	10874	4212	3980	6347	4185	11804	4412	10856	2648	5049	8453	13561	17070	5507	3350	16584	3687	9360	7648	4664	4245	6324	10709	2858	13137	13950	8843	7207	4449	6054	5927	6467	17114	9733	3106	3923	5167	14608	5909	5835	16044	7011	10748	6887	5670	14878	2505	17447	15297	6982	2708	3232	3107	4945	7072	5921	3414	2996	2658	6101	3766	1716
5494	18090	4869	5255	12974	8732	16484	9942	13073	2171	3389	2674	11656	6997	0	4656	11240	8932	2224	3400	5155	1585	7193	2360	2786	2464	14477	2446	2683	11564	12058	9678	7964	4153	6365	4165	4737	10875	2933	5938	13910	3437	1980	919	2693	7974	14067	3885	1335	3299	3459	11895	1334	6554	6283	8937	8621	9255	2550	16316	10983	1955	6338	6244	4806	3677	9201	4599	9101	9570	2901	7312	11669	5785	4101	3976	8296	4741	15249	19790	7109	5588	6858	11017	2923	7754	4677	3591	7605	2406	16753	2857	8908	8822	10043	3853	7635	1733	9957	8050	18638	17996	488	14271	6093	13325	4644	6232	1525	1183	13691	12150	4860	6612	13206	7251	8378	4140	4043	4854	15645	12714	3876	2162	4473	3976	4553	4140	14334	2814	11245	3201	13205	1581	3683	4763	4000	9064	4733	3095	7205	2782	3629	11742	13816	4500	4092	12283	5296	14639	10994	9320	5966	4763	6005	16304	5356	8462	4435	4346	1844	9207	10343	6435	3934	4978	3209	4770	6392	13042	5334	12128	6768	2984	2724	19472	15891	3587	4230	14463	4599	5425	7401	6473	10356	5819	4364	9783	7040	7128	1881	2281	2821	3025	4136	2083	15518	9834	3897	3782	10246	18360	3085	9271	14200	7823	15230	7665	4142	16473	8479	14823	12664	301	4586	3769	4905	7568	8878	2352	5010	5537	6790	899	3410	5648
6633	15284	9484	6483	8766	7361	13448	7233	11753	5848	7892	7329	16175	8417	4656	0	6585	6879	6737	5001	4002	3116	2677	3319	2321	2210	9911	4539	6082	11823	8813	7060	4023	7184	3212	3489	8144	9763	4077	9130	9445	5302	5297	4095	5144	10007	13585	5428	5941	5802	5132	9278	3791	8550	7145	8488	8823	10149	5970	12797	6755	3414	2222	1624	6635	8263	6417	8288	8418	9504	4285	5722	10498	8555	8569	1489	6255	7611	15846	15154	4095	9897	6051	6775	4871	6450	50	5068	12120	4386	14881	5096	8150	13460	8426	1621	11472	3310	5427	9361	13984	13932	5130	14490	9470	11024	4212	3867	5403	3481	9037	13464	3483	10534	16479	7485	3730	4822	5435	2697	13444	16750	5166	4985	5501	1489	7199	4061	11544	4403	9350	6930	9219	5397	4441	878	8175	7463	2540	7111	4990	4932	3672	13129	9813	6576	2121	12789	7537	12552	6407	5603	7615	878	1973	15044	4299	4082	3628	5473	3667	12537	7039	6450	5943	8957	5122	2176	10287	8395	4172	16708	6347	3750	6991	15247	14003	8023	5207	14907	8288	1013	3346	4585	9144	10381	3304	10933	9356	8218	5041	2422	6466	2670	2489	6711	12465	5282	6165	4694	8121	15292	7619	6445	10345	4148	10960	12215	2747	12169	8094	14163	14767	4362	7479	6324	8277	11587	13352	3227	5010	5485	9896	4932	5276	8126
10692	9045	15984	10574	3466	7917	7751	5956	8643	12116	14324	13914	16928	11533	11240	6585	0	6941	13235	10495	8121	9681	4211	9500	8657	8789	3463	10562	12159	10556	5132	6093	4229	12644	6041	8557	13586	8627	9882	13923	3345	10794	11485	10638	11058	12758	10032	10623	12518	11453	10595	6448	10287	12247	10553	9267	10150	11083	12089	7069	2758	9749	5201	5025	11335	14800	5824	13967	8956	9937	10089	7561	8498	13135	14985	7507	6757	12748	11379	8569	5892	15827	8343	2499	10647	7938	6563	10440	18131	10433	9292	10919	8611	19373	7499	7611	15850	9791	1774	11657	7401	7541	11711	10905	14338	7244	8783	6822	11826	10066	2451	12084	7952	15574	14286	9929	2889	9788	10514	7369	8389	15363	10344	11138	10250	7507	12321	9060	6898	10161	7492	12994	4003	11802	9747	6597	14351	7614	7294	13329	6802	10787	9009	12157	4335	11524	7636	11009	12106	8094	1176	4209	11531	6597	5585	9761	8068	3350	8449	10321	10032	15114	4915	9492	11058	14771	10742	7128	15556	1870	8105	16527	8994	9574	13319	8682	8893	14444	10121	11176	13967	5864	4562	7270	8378	16806	8148	11777	12728	10900	11245	8991	12583	8764	7876	13290	7132	1921	11481	9923	6945	8959	14134	5754	4907	4804	4923	18336	8034	5839	9285	9993	13093	10947	12696	11776	13636	16477	18406	9490	9251	9271	14177	11455	10783	12614
4494	12824	12148	13236	5214	980	13091	1246	15481	7806	11643	10295	12492	4678	8932	6879	6941	0	10777	5793	3820	8420	5394	9499	8632	7534	9191	6598	7440	17489	12069	995	9000	6876	3670	4830	7484	2913	6011	7293	6464	5914	10773	8026	6626	5821	16288	5489	9284	6431	5794	2963	7641	5462	4001	2410	3249	16949	7479	7384	4299	9321	8086	6120	5371	10172	1121	7976	2140	3303	6073	1620	15415	6556	9803	6040	12277	6643	15848	11054	2813	13627	12784	9306	6239	1343	6916	5619	11323	6593	14005	6424	14499	13697	13980	8419	15840	7379	7838	4720	10289	11702	9282	16640	7668	14073	4288	3120	8081	8222	7893	18749	4215	14988	16622	3115	6061	4920	5314	4592	14158	15831	5353	7086	4859	6040	6348	4792	13439	10704	2547	7878	10795	8012	5302	6036	8891	755	9404	8359	1954	6416	10391	19017	10942	5699	8981	17860	5777	14441	5772	2819	4977	6036	5034	14573	11156	4614	4550	4990	7114	17531	2211	3113	12333	8671	6060	4982	8860	7153	3627	14503	2592	5950	11470	11490	14381	9504	4978	16570	7976	7348	4170	2581	2314	10915	10174	5221	15861	15087	10583	7512	7741	6203	5239	9715	13109	5313	6043	5263	1359	12563	9682	1188	11415	3240	6900	11544	5106	10914	2352	15788	18291	8723	6677	6355	7445	9557	11548	6689	4022	3601	7326	8308	5929	6101
6697	16410	2759	4793	15191	10376	15771	11903	12271	3045	1172	1165	9813	7737	2224	6737	13235	10777	0	4988	7170	3628	9356	3772	4578	4622	16067	4202	3502	10309	12607	11630	9469	4638	8566	6231	4732	12130	4851	5806	16122	4893	1963	3082	4158	8186	12680	5338	1494	4467	4995	13664	3505	7073	7440	10197	9647	8080	3425	17846	13206	3492	8092	8357	5845	2305	11227	4372	10434	10561	4751	9181	11060	5995	2946	6195	8771	5159	13298	17934	9274	3368	7025	12463	4538	9491	6751	5166	5955	4230	15236	4359	8601	6734	9967	5629	5478	3944	11745	8642	18958	17448	1746	12592	5782	13015	6576	8354	2697	3368	15632	10424	6951	4461	11006	8498	10457	5857	5514	7041	14683	10492	5440	3692	5975	6195	5182	6082	14112	3417	12789	3441	14177	2766	5497	6949	3381	10750	6142	3047	9232	4362	4577	10040	14713	5493	5668	10819	5970	13895	13141	11516	6809	6949	8218	14677	6078	10665	6483	5841	3969	7124	12439	7912	3513	4345	4728	6986	5572	15095	7327	9985	8346	4995	734	17599	14680	2647	5817	12682	4372	7375	9623	8493	11731	4212	5463	10139	5543	6242	2147	4464	3337	5225	6332	1270	15163	11998	4977	5517	11991	16658	2076	11303	14879	10036	17434	5958	6314	17145	9782	13348	10672	2520	5033	4722	4883	6466	7209	4518	6755	7199	6545	2536	4874	6085
2185	18531	6700	8586	10650	5421	18239	6951	16203	2054	5877	4572	11434	3914	3400	5001	10495	5793	4988	0	2502	3727	6427	5046	4745	3519	13877	975	1811	14961	13813	6678	9023	2271	4483	1943	3267	7475	957	4141	11852	316	5380	2642	833	5280	17464	542	3493	958	131	8688	2414	3751	2956	5538	5275	12653	1801	13056	8986	4678	7222	5977	1755	4761	6344	3540	5702	6217	782	4217	14764	3557	4656	3547	10761	2624	18041	16660	4850	7997	9766	11579	478	4505	5048	191	7752	1061	19770	631	11984	9879	12841	5404	10253	2495	10009	4992	16071	17454	3631	17577	4500	15911	1818	3850	2291	3232	12612	15408	2558	9292	15171	3865	7828	894	666	3145	18436	14169	477	1311	1073	3547	2201	1447	16544	5968	7905	2545	14034	2222	749	4449	3884	5782	6675	2957	4422	638	6384	15017	14571	1608	5946	15672	2588	17460	9717	7070	2915	4449	5028	19664	7989	7154	2050	948	2000	11978	7619	3041	7305	4321	284	3471	5456	11795	2592	12898	3407	1262	5692	17118	18968	4184	844	17657	3540	6014	5938	3713	6965	6359	6803	6768	10380	10508	5267	3319	2209	2353	2768	3948	17409	8628	1167	612	7013	18258	4143	6425	15149	5872	12639	7918	2554	16188	5079	18223	15538	3290	2502	1369	3374	6739	8787	2036	1776	2216	4895	2610	297	3153
